subject_id,tau_ms,n_windows,n_positive_labels,positive_label_fraction,timing_confidence,notes,pearson,spearman,rmse,mae,brier_score,auc_row_score,auprc_row_score,high_burden_threshold,predicted_high_burden_threshold,auc_high_burden,auprc_high_burden,balanced_accuracy_high_burden,calibration_slope,calibration_intercept
sub-QZTsn6,800.0,35177,16221,0.4611251670125366,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2303927917101381,0.23439883285172455,0.28984596196249623,0.2466335392537168,0.23793119178123856,0.6336713013861516,0.6047733778121105,0.6956680308160736,0.47555805071574453,0.6400044314930498,0.4163906716954099,0.5880209127272837,1.7330339001271056,-0.29354472358246503
sub-VopvKx,800.0,37492,17163,0.4577776592339699,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.24168392735520677,0.25974849415780166,0.2710491029032228,0.22736975754919256,0.2379847973909687,0.6278755691275534,0.5901290917518481,0.6969523138906891,0.475494432053461,0.6504685470867079,0.40939825004519415,0.602760601513676,1.5377375116357317,-0.2056672008217289
sub-dCsWjQ,800.0,19124,9762,0.5104580631667015,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.07229923032095863,0.05714603655550875,0.3349106055812067,0.28372411990615404,0.2618464038079973,0.5671986386443849,0.5803954208930802,0.6940509621277726,0.4759861320872479,0.5212096279014456,0.37526081322325333,0.5085772496285255,0.465803070157832,0.34629992087346967
sub-gNX5yb,800.0,42858,17151,0.4001819963600728,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.13101660269078758,0.1318087669810739,0.29337257970123964,0.2510701304136462,0.23502887901041997,0.5848708590445899,0.4768507205293487,0.6993803250132253,0.47750109466415863,0.5931276518525489,0.2775873415910962,0.5117470539999674,1.0634268752003488,-0.015520815258898963
sub-hnetKS,800.0,35629,16776,0.47085239552050295,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.18290272473944458,0.188949592923884,0.28208271449709177,0.2388349191009225,0.24158741837847328,0.6159174834988801,0.5846607219523903,0.6955039706670267,0.4757508130663582,0.6071878507213853,0.3739990101702363,0.5646294052682802,1.3813959239978117,-0.12515713655051958
sub-i4oK0F,800.0,24436,11520,0.47143558683908987,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2014597197000735,0.19243915850213486,0.27668744639434284,0.2320914317546952,0.2427871049531706,0.5946430736478872,0.5516132812648029,0.6960219148782798,0.47357783395924735,0.5920376755943175,0.33813702317072497,0.5536449517975701,0.9209990544974852,0.04600452506644113
sub-iDpl28,800.0,35798,12648,0.3533158276998715,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.3949471255960065,0.4087892128523799,0.33101746052828585,0.2825808392008419,0.23520141027042174,0.669398397274328,0.547248218502884,0.6996015707957052,0.4704629479444828,0.7068206585345409,0.39318516265782066,0.5895745749851612,1.7364107847284882,-0.5272093389544594
sub-jyC0j3,800.0,34640,12915,0.3728348729792148,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.1889107806097744,0.18331638117487323,0.2895407795495394,0.24557264363038958,0.23134713423129405,0.6099108172538243,0.46998868180142594,0.7007185341189446,0.4754366993664337,0.6327384077551625,0.27051069203063066,0.5893733090721026,1.3629511434270425,-0.22013449155609938
sub-oLNpHd,800.0,24360,10893,0.4471674876847291,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2892034432159884,0.27634014088987435,0.2986443244057748,0.2546878354559884,0.23574745258596772,0.6217408363284211,0.5839913834737407,0.6958339038034952,0.47408298862722764,0.6387157676279895,0.43954418727634337,0.5966188983430363,1.4525176481228836,-0.20455802778169688
sub-0cGdk9,1500.0,30987,14400,0.46471100784199826,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.15128403842251043,0.13431901653117606,0.24266480391749307,0.20083132722986705,0.2453601113468763,0.5996178901817353,0.5505561823941764,0.6467052473633184,0.4728825226809133,0.5927987832456822,0.33748495331593253,0.508997396841266,1.0014206963167362,0.0597891375660804
sub-2IU8mi,1500.0,37666,18159,0.48210587798014126,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2608877836439112,0.2744055599123487,0.24487886137270581,0.20178064348315516,0.2409026942318242,0.6273077686351911,0.6147540252120147,0.6454559087069558,0.47190794181788864,0.652532698426359,0.4330439421766983,0.5886849530349243,1.6231354818949744,-0.2301196020169254
sub-2IhVOz,1500.0,37219,16131,0.4334076681264945,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.3176654971996278,0.32541517511152673,0.2532131798258735,0.20570082535398443,0.2374635184755429,0.6338789482080001,0.5741127509761592,0.647034654333194,0.4668635997166879,0.6488011626961735,0.38255008955354985,0.565612700903564,1.1817076448506105,-0.1563224463508412
sub-6m9kB5,1500.0,17836,6177,0.3463220453016371,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.5736949886730648,0.6117271122483786,0.3726899581583907,0.3148593657483193,0.2776820200728754,0.6985051843476744,0.5673494086738439,0.6463986248916465,0.46872668736475054,0.7847104888370737,0.5858014382139995,0.5787980046141596,1.4188871355229917,-0.4947375821259612
sub-8RgPiG,1500.0,43690,19407,0.44419775692378116,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.22702832781216678,0.23729798265671326,0.2934191693548959,0.24762031454753966,0.23567478742884915,0.6297026546361234,0.5818929212771886,0.6441852866379484,0.46914431270579626,0.6239646061369273,0.4426247499986982,0.5947283440504019,1.3753096613512616,-0.18425012816460348
sub-AB2PeX,1500.0,42042,19167,0.4559012416155273,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.3113729162614296,0.33098764858357954,0.24617141506686133,0.2047470284263642,0.2358153676394007,0.6411833898255797,0.607802829779,0.6464266166640875,0.4720704023526911,0.6809939411404573,0.45198565147059655,0.6068528541806392,1.930373677757276,-0.38765026629769683
sub-AbzsOg,1500.0,50023,25083,0.5014293425024489,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2817225805013106,0.2965691192358934,0.24908844985250445,0.20553896083353848,0.24293405796067535,0.6147451551466613,0.6147190598419814,0.6423919691859764,0.4707991536777278,0.6610795555143688,0.48553154162463724,0.6154896315456762,1.6868820937846927,-0.2545226221311693
sub-BYJoWR,1500.0,33587,13692,0.40765772471491946,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.14170698366141524,0.17731256370405943,0.2614920511240717,0.21620704577627894,0.2368079473749276,0.5970224705118172,0.5002710698518514,0.6478866238127794,0.4716785077134732,0.6053783057219855,0.31327738151040757,0.5712210246738209,0.705144928470466,0.1114408292631713
sub-FIyfdR,1500.0,25355,11913,0.4698481561822126,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.14602111164793483,0.15151812821387017,0.24487259612268167,0.20227312307113487,0.24878367170715412,0.5841937223214784,0.5482566533492761,0.646674943274943,0.47257995752183196,0.5882600040943746,0.3343995610116215,0.5041728911738541,1.0762075653329197,0.03642896271209036
sub-FYbcap,1500.0,34794,15153,0.4355061217451285,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2746874736033578,0.2965708543508425,0.2566003068893777,0.2160310214921356,0.23473217534374524,0.6324141113963103,0.5760816779643396,0.6466125077277779,0.4721139562946241,0.66739781317922,0.4083528392986948,0.576351872986129,1.9785662973619833,-0.4256924700277511
sub-PuPVlx,1500.0,47375,21933,0.46296569920844327,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.1736722826502101,0.17607937715085756,0.25285663630382277,0.2097203699392138,0.246828713351176,0.5932679532391729,0.551292610759277,0.6465082240978958,0.4739344241412514,0.6005577100522659,0.3565267758935422,0.5043064134707153,1.3897664855543348,-0.09006717450156364
sub-QZTsn6,1500.0,35177,16221,0.4611251670125366,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2447389791018932,0.2568275590643092,0.252526921554327,0.2107046625623529,0.23793119178123856,0.6336713013861516,0.6047733778121105,0.6459316456854041,0.47191739188347637,0.6523628907196015,0.42795011574029257,0.5883105670749875,1.708561881213965,-0.2936691620901379
sub-VopvKx,1500.0,37492,17163,0.4577776592339699,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.26241090263244643,0.288656537907235,0.23068570633461116,0.18977484048855248,0.2379847973909687,0.6278755691275534,0.5901290917518481,0.6471504308996358,0.471792467528495,0.6606899148117511,0.41430891139878345,0.6015762584015876,1.5240314730386804,-0.20972451472171877
sub-dCsWjQ,1500.0,19124,9762,0.5104580631667015,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.06604969574725933,0.036997725402522344,0.296980254365646,0.24626365741770026,0.2618464038079973,0.5671986386443849,0.5803954208930802,0.6445532347097706,0.47218427322123874,0.5092393709350473,0.3628630962969088,0.5047454337702764,0.40209086105282965,0.3596368658989356
sub-gNX5yb,1500.0,42858,17151,0.4001819963600728,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.16067041293951062,0.16151344043096677,0.2565823708153394,0.21542726963020264,0.23502887901041997,0.5848708590445899,0.4768507205293487,0.6495189382537785,0.4735852409231118,0.6037294472497936,0.27647318841093943,0.5080473494788624,1.2433876910688895,-0.09994476487395772
sub-hnetKS,1500.0,35629,16776,0.47085239552050295,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.21655941788533078,0.21441166591258343,0.24044328784301994,0.19991984141811703,0.24158741837847328,0.6159174834988801,0.5846607219523903,0.6460122531816839,0.4720651839968163,0.6169420194313601,0.3781682565099449,0.5625014088063065,1.4988706406238823,-0.18854386239150075
sub-i4oK0F,1500.0,24436,11520,0.47143558683908987,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.21353965064064426,0.20262685799887914,0.23414587984069465,0.19221141811122575,0.2427871049531706,0.5946430736478872,0.5516132812648029,0.6463504394092185,0.46984598439580183,0.5922593453739519,0.3429492061162527,0.5528396575815109,0.8618224231715633,0.06388181830049958
