subject_id,tau_ms,n_windows,n_positive_labels,positive_label_fraction,timing_confidence,notes,pearson,spearman,rmse,mae,brier_score,auc_row_score,auprc_row_score,high_burden_threshold,predicted_high_burden_threshold,auc_high_burden,auprc_high_burden,balanced_accuracy_high_burden,calibration_slope,calibration_intercept
sub-iDpl28,1500.0,35798,12648,0.3533158276998715,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.43258608353790645,0.45539953931906746,0.30853013256819606,0.25873286687521674,0.23520141027042174,0.669398397274328,0.547248218502884,0.6491819281883355,0.46682000142769386,0.7264594986698756,0.41900903239875814,0.5855548102565106,1.8753860130535251,-0.6044849725583947
sub-jyC0j3,1500.0,34640,12915,0.3728348729792148,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.21673590470500637,0.220811337521162,0.2561857362878242,0.21214614188791325,0.23134713423129405,0.6099108172538243,0.46998868180142594,0.6505991433701022,0.4717251962574244,0.6545373967913879,0.26667768617620846,0.600991847826087,1.4656396311284172,-0.2774043801551578
sub-oLNpHd,1500.0,24360,10893,0.4471674876847291,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.30414250157580697,0.29532295871389574,0.2643296731692123,0.22155079171618808,0.23574745258596772,0.6217408363284211,0.5839913834737407,0.6459394634877973,0.47029656841545,0.6476868434098736,0.46506196948407563,0.596578105320366,1.4392282001807573,-0.20805022348893004
sub-0cGdk9,3000.0,30987,14400,0.46471100784199826,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.19172014634266213,0.14303293367978626,0.20298630258426,0.16403342776356605,0.2453601113468763,0.5996178901817353,0.5505561823941764,0.5922051829683015,0.46817671929551347,0.6046646793102446,0.35594663048542763,0.5064198583335257,0.9892266075625057,0.052583242322508134
sub-2IU8mi,3000.0,37666,18159,0.48210587798014126,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.272288676852427,0.29186326250851463,0.20543198070693,0.1647070581717493,0.2409026942318242,0.6273077686351911,0.6147540252120147,0.5909570133079375,0.46740200662115255,0.6628213365387778,0.4444960508528265,0.5838523256313431,1.4132193790373075,-0.14880063334972599
sub-2IhVOz,3000.0,37219,16131,0.4334076681264945,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.3340875373574127,0.3539846218133399,0.22040388387071527,0.17563926750006792,0.2374635184755429,0.6338789482080001,0.5741127509761592,0.5931071135505566,0.46251373953729985,0.6507159647612196,0.36739991385531556,0.5545124288868196,1.1091646180053507,-0.13445893015638802
sub-6m9kB5,3000.0,17836,6177,0.3463220453016371,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.6419531974896172,0.6760276827455097,0.35498834535460466,0.29756310916681716,0.2776820200728754,0.6985051843476744,0.5673494086738439,0.5917312250967852,0.4644175434225129,0.8200614776592859,0.6460093516538309,0.5806575951636594,1.598201960323082,-0.6056615722328949
sub-8RgPiG,3000.0,43690,19407,0.44419775692378116,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2281872881089648,0.24587689101261917,0.25520020560205414,0.2096925340997231,0.23567478742884915,0.6297026546361234,0.5818929212771886,0.5912212691724144,0.46459237240409695,0.6332710162594537,0.42830306968896253,0.6022845718808834,1.2917231504707694,-0.16545975331478935
sub-AB2PeX,3000.0,42042,19167,0.4559012416155273,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.272063939972026,0.3159591596231632,0.2049586147675192,0.165962712973463,0.2358153676394007,0.6411833898255797,0.607802829779,0.5926624407722804,0.467765073650486,0.6823516962111659,0.43719266733668927,0.5909494111592141,1.4062697683339909,-0.1737440421332819
sub-AbzsOg,3000.0,50023,25083,0.5014293425024489,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.2891035234353034,0.3131198163925008,0.21135248883150975,0.17040042499386787,0.24293405796067535,0.6147451551466613,0.6147190598419814,0.587726581726955,0.4661739672106483,0.670152931848325,0.5043808802413686,0.6182550766482476,1.5073538259506425,-0.18411884315736884
sub-BYJoWR,3000.0,33587,13692,0.40765772471491946,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.16387478403038896,0.20826283967314252,0.23203267688103893,0.18714226800513514,0.2368079473749276,0.5970224705118172,0.5002710698518514,0.5932363812180663,0.4671266994266445,0.6175849100661857,0.3328563849431313,0.5683646143109312,0.7242862080451082,0.08943987301044685
sub-FIyfdR,3000.0,25355,11913,0.4698481561822126,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.16394422975647902,0.14948768367065152,0.20124373155956227,0.16180602244285913,0.24878367170715412,0.5841937223214784,0.5482566533492761,0.5924374102756629,0.46787724920021573,0.59038022754464,0.3310540096279587,0.5039611545175984,0.9368110154614382,0.07929110937421632
sub-FYbcap,3000.0,34794,15153,0.4355061217451285,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.28403455203622974,0.3404048903452349,0.22522538322180713,0.18634959928236478,0.23473217534374524,0.6324141113963103,0.5760816779643396,0.5918164606606268,0.4676576187862377,0.6861840782288136,0.44982813080719974,0.5739984261180695,1.7574285758427908,-0.340244416061459
sub-PuPVlx,3000.0,47375,21933,0.46296569920844327,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.1991208440077409,0.1911841810797378,0.2111637123105861,0.1705498576695223,0.246828713351176,0.5932679532391729,0.551292610759277,0.5923317461417065,0.4690757766949413,0.6064997249815544,0.35677114314857006,0.5037049961103721,1.2569866376703127,-0.051059379529383345
sub-QZTsn6,3000.0,35177,16221,0.4611251670125366,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.24160384393571308,0.26083961134833533,0.2158993141614268,0.17621907801737352,0.23793119178123856,0.6336713013861516,0.6047733778121105,0.5917416227127164,0.46739351140859653,0.6616262872263204,0.43488070802257717,0.5889221875039901,1.375755643786515,-0.16035664291682108
sub-VopvKx,3000.0,37492,17163,0.4577776592339699,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.27570412108053355,0.30513094151353554,0.1913264839283788,0.15311342124647215,0.2379847973909687,0.6278755691275534,0.5901290917518481,0.5927750854603859,0.467323264107991,0.6656288088289497,0.41246694348115875,0.6003832546364567,1.2914454883543038,-0.1196040801922715
sub-dCsWjQ,3000.0,19124,9762,0.5104580631667015,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.05887556223654281,-0.0016558459411178579,0.2585682919143664,0.20783851214869384,0.2618464038079973,0.5671986386443849,0.5803954208930802,0.590461952331909,0.4675323516558242,0.4894541001017215,0.3461528280169538,0.5041611666504694,0.3151949239631818,0.37762630277660625
sub-gNX5yb,3000.0,42858,17151,0.4001819963600728,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.19450343556164204,0.20683892596745732,0.22146329533805328,0.18132365922026117,0.23502887901041997,0.5848708590445899,0.4768507205293487,0.5950867926593548,0.46880634925170983,0.6311733875548051,0.293969114513362,0.5065612937616921,1.2522646690065646,-0.117809224216941
sub-hnetKS,3000.0,35629,16776,0.47085239552050295,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.25633570354675544,0.23070566710455048,0.20071890096968342,0.1627684318405632,0.24158741837847328,0.6159174834988801,0.5846607219523903,0.591523300023368,0.46756414575728356,0.6231575524849824,0.38447243618453225,0.5522211485980408,1.3979262474054328,-0.15781898254107696
sub-i4oK0F,3000.0,24436,11520,0.47143558683908987,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.22710717267780609,0.20127911187108993,0.19418137232144905,0.1557220165091172,0.2427871049531706,0.5946430736478872,0.5516132812648029,0.5919247184421474,0.465335866450255,0.6009956235757199,0.3673882064069252,0.5583178302603411,0.758215117593685,0.10014462216919635
sub-iDpl28,3000.0,35798,12648,0.3533158276998715,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.44985370834135335,0.4991834893183126,0.2895113176311298,0.23949496572502993,0.23520141027042174,0.669398397274328,0.547248218502884,0.5944606408772042,0.46256334894891604,0.7404151555914525,0.4435383306465901,0.5753725036769676,1.815629051765315,-0.5806695278705505
sub-jyC0j3,3000.0,34640,12915,0.3728348729792148,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.23464611781015435,0.25965560150814165,0.22659165053178817,0.18376887982269552,0.23134713423129405,0.6099108172538243,0.46998868180142594,0.5961721325759793,0.46718321090738957,0.6772687783923254,0.2687834571132295,0.6092178471926767,1.30948790360231,-0.2204515043141139
sub-oLNpHd,3000.0,24360,10893,0.4471674876847291,high,beta_baseline_feature=beta_rise_acceleration__step50ms__smooth50ms,0.29968690814980325,0.2941357110631031,0.2294875982416311,0.1883422320925219,0.23574745258596772,0.6217408363284211,0.5839913834737407,0.5916085966127784,0.46573210350438204,0.6493544200656074,0.4739402115527185,0.5931207491250217,1.2593910728893671,-0.13995320503344108
