tau_ms,median_pearson,iqr25_pearson,iqr75_pearson,median_spearman,iqr25_spearman,iqr75_spearman,median_rmse,n_valid_subjects,n_failed_or_invalid_subjects,notes
200.0,0.19833266877777161,0.1201905036630517,0.2174432558321683,0.19494261756066633,0.12303651394616383,0.21196955146714586,0.38597287475868924,20,0,subject-level median/IQR; windows not treated as independent
500.0,0.2156129276828324,0.12768292511866033,0.23757120436865645,0.21698217886900945,0.13802014857031214,0.2404063587825595,0.3191836109889863,20,0,subject-level median/IQR; windows not treated as independent
800.0,0.22663720287504674,0.14537250339813115,0.26161414575915637,0.23080836757185158,0.1531314134474822,0.2640867103540927,0.2896933707560178,20,0,subject-level median/IQR; windows not treated as independent
1500.0,0.23588365345703,0.17042181522253522,0.2873275607699347,0.24706277086051123,0.17700426706575895,0.29656955301463067,0.25303490806484813,20,0,subject-level median/IQR; windows not treated as independent
3000.0,0.24896977374123425,0.19796649189621618,0.28530179488599816,0.2602476064282385,0.20544897244336546,0.3138296522001664,0.21815159901607103,20,0,subject-level median/IQR; windows not treated as independent
