validation_mode,subject_id,model_name,feature_set_name,tau_ms,pearson,spearman,is_subject_best_tau,is_global_train_selected_tau,timing_confidence,notes
LOSO_cross_subject,sub-2IhVOz,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.06269699080993896,0.07421188287769596,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-6m9kB5,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.20368051146432037,0.3093874671659536,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-8RgPiG,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.03060589380195434,0.05333356202133202,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-AB2PeX,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.0484263802159053,0.03808539233083605,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-AbzsOg,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.06169120010714845,0.07274497133796162,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-BYJoWR,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.04405335761218119,0.02353616587085908,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-FIyfdR,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.037638087111978115,-0.02452958051781628,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-FYbcap,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.040734273308886126,0.008136748621306655,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-PuPVlx,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.049079832400338995,-0.03729179204533212,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-QZTsn6,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.03901208844450324,-0.11271293896881224,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-VopvKx,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.07216589133731605,0.06137824741023274,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-dCsWjQ,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.04852204134815409,-0.055777194061897635,False,False,non_definitive_event_matrix,
LOSO_cross_subject,sub-gNX5yb,shuffled_label_baseline,phase6a0_selected96_surrogate,800.0,0.07592679302305175,0.07381220901676022,False,False,non_definitive_event_matrix,
