n_true_events	n_alarms	true_positive_events	true_positive_alarms	false_positive_alarms	recall	precision	F1	fp_per_min_achieved	median_latency_ms	early_warning_candidate_latency_ms	one_alarm_per_burst_fraction	alarms_per_burst	fp_per_min_target	threshold	threshold_selection_mode	n_loso_folds	n_no_feasible_folds	per_subject_recall_median	per_subject_recall_iqr	per_subject_recall_min	per_subject_recall_max	analysis_subtask	tier	scoring_definition	scoring_family	start_offset_s	stop_reference	stop_offset_s	committed_alarm_success_policy	metric_induced_or_score_induced	interpretation	selection_loso_safe	support_status	qc_status	qc_reason	success_alarms_per_detected_burst	threshold_stability	threshold_stability_qc_reason	evaluation_mode	event_metric_qc_reason	target_fp_min	source_table	source_columns	source_lineage	config_hash	random_seed	uses_future_samples	uses_phase3_threshold	uses_phase3_duration_rule	uses_test_participant_statistics	tautology_risk_level	leakage_risk_level	SNN_compatible	DYNAP_candidate
102088	107229	64925	76239	30990	0.6359709270433351	0.7109923621408387	0.6713924207174341	4.899151749051715	149.99999999997726	-302.5000000000255	0.5260853381396442	1.0503585142230232	5.0	0.5647058823529412	train_subjects_only_per_LOSO_fold	20	0.0	0.6676818097447459	0.1165721897180999	0.3132266447818356	0.9188926663428849	R2_scoring_tolerance_sensitivity	tier2_quantized	S1_onset_tolerance_pm400ms	onset_tolerance	-0.4	onset	0.4	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	46901	36727	43995	2906	0.3597582477862237	0.9380397006460417	0.5200617237313299	0.4594041620762918	149.99999999997726	-288.99999999998903	0.2862530365958781	0.4594173654102343	0.5	1.2523293366288044	train_subjects_only_per_LOSO_fold	20	0.0	0.3819717929304605	0.1562420263425412	0.04349610176446451	0.9174356483729966	R2_scoring_tolerance_sensitivity	tier1_continuous	S1_onset_tolerance_pm600ms	onset_tolerance	-0.6	onset	0.6	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	67819	50004	62157	5662	0.48981271060261733	0.9165130715581179	0.6384292424659584	0.8950951017467186	149.99999999997726	-295.99999999999227	0.37798761852519397	0.6643190188856672	1.0	1.023962391303072	train_subjects_only_per_LOSO_fold	20	0.0	0.5286830058831848	0.1276804976420049	0.12843660237997537	0.9344341913550267	R2_scoring_tolerance_sensitivity	tier1_continuous	S1_onset_tolerance_pm600ms	onset_tolerance	-0.6	onset	0.6	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	99893	66436	87712	12181	0.6507718830812632	0.8780595236903487	0.7475205534873837	1.9256717475056127	149.99999999997726	-300.25000000001967	0.4664896951649557	0.978498942089178	2.0	0.7216378494062482	train_subjects_only_per_LOSO_fold	20	0.0	0.6778985385557519	0.14137145296990816	0.3103542607030502	0.95726080621661	R2_scoring_tolerance_sensitivity	tier1_continuous	S1_onset_tolerance_pm600ms	onset_tolerance	-0.6	onset	0.6	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	161877	87202	131397	30480	0.8541846250293864	0.8117088900832113	0.8324052499380596	4.818526792871774	149.99999999997726	-322.5000000000016	0.49530796959485934	1.585661390173184	5.0	0.3810669405955284	train_subjects_only_per_LOSO_fold	20	0.0	0.8761077085408135	0.07936396385917588	0.688239738101234	0.9713453132588635	R2_scoring_tolerance_sensitivity	tier1_continuous	S1_onset_tolerance_pm600ms	onset_tolerance	-0.6	onset	0.6	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	47327	36766	44067	3260	0.3601402711386255	0.9311175438967185	0.5193895762973045	0.5153673669541333	149.99999999997726	-289.5000000000058	0.28633140036047333	0.4635902358749314	0.5	0.6666666666666666	train_subjects_only_per_LOSO_fold	20	0.0	0.36535969365610815	0.14439964330266541	0.03610997127615921	0.9232637202525498	R2_scoring_tolerance_sensitivity	tier2_quantized	S1_onset_tolerance_pm600ms	onset_tolerance	-0.6	onset	0.6	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	70653	51872	64782	5871	0.5081106496356085	0.9169037408177997	0.6538720710771436	0.9281355249655572	149.99999999997726	-295.00000000000523	0.3908980487422616	0.692079382493535	1.0	0.6235294117647059	train_subjects_only_per_LOSO_fold	20	0.0	0.5436622647834182	0.1207496021975818	0.15114211462180277	0.9383195726080622	R2_scoring_tolerance_sensitivity	tier2_quantized	S1_onset_tolerance_pm600ms	onset_tolerance	-0.6	onset	0.6	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	101856	67553	89638	12218	0.6617134237128751	0.8800463399308828	0.7554205140823813	1.9315210090323927	149.99999999997726	-300.50000000001376	0.47162252174594466	0.9977274508267377	2.0	0.5725490196078431	train_subjects_only_per_LOSO_fold	20	0.0	0.6995154564200425	0.12785546390906022	0.31938175352209003	0.9562894609033511	R2_scoring_tolerance_sensitivity	tier2_quantized	S1_onset_tolerance_pm600ms	onset_tolerance	-0.6	onset	0.6	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	162801	87424	131961	30840	0.8563592194969046	0.8105662741629351	0.8328337463585924	4.8754385266458495	149.99999999997726	-322.00000000004536	0.49485737794843665	1.5947124049839354	5.0	0.5019607843137255	train_subjects_only_per_LOSO_fold	20	0.0	0.8773624970725354	0.07783496944815638	0.6916974422103679	0.9717741935483871	R2_scoring_tolerance_sensitivity	tier2_quantized	S1_onset_tolerance_pm600ms	onset_tolerance	-0.6	onset	0.6	False	metric_induced	metric sensitivity only; widened onset tolerance is not a deployment claim	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	13450	9631	10169	3281	0.09434017710210799	0.7560594795539033	0.1677488570052297	0.5186872180909544	149.99999999997726	-275.49999999999386	0.08907021393307735	0.131749079225766	0.5	2.169998184502818	train_subjects_only_per_LOSO_fold	20	0.0	0.05909291733668097	0.07955345042682462	0.00020833333333333335	0.6949975716367168	R2_scoring_tolerance_sensitivity	tier1_continuous	S2_early_warning_minus300_plus200ms	early_warning_hybrid	-0.3	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	24142	16749	17727	6415	0.1640643366507327	0.7342805070002485	0.2682026732784662	1.014135478224161	149.99999999997726	-281.9999999999965	0.15448436642896324	0.23648225060731917	1.0	1.6983438448261217	train_subjects_only_per_LOSO_fold	20	0.0	0.14883543932650775	0.11149229520364969	0.002051702913418137	0.7498785818358427	R2_scoring_tolerance_sensitivity	tier1_continuous	S2_early_warning_minus300_plus200ms	early_warning_hybrid	-0.3	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	37180	24921	26436	10744	0.24411292218478176	0.7110274341043572	0.36344602874306525	1.6984990768574257	149.99999999997726	-290.4999999999891	0.22927278426455608	0.36419559595642975	2.0	1.412253394881552	train_subjects_only_per_LOSO_fold	20	0.0	0.24932388034099617	0.12891063494387034	0.013814799617015457	0.7984458474987858	R2_scoring_tolerance_sensitivity	tier1_continuous	S2_early_warning_minus300_plus200ms	early_warning_hybrid	-0.3	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	85313	51602	55659	29654	0.5054658725805188	0.6524093631685675	0.5696134744955587	4.687945981490143	149.99999999997726	-299.0000000000066	0.465725648460152	0.8356809811143328	5.0	0.8562583098336929	train_subjects_only_per_LOSO_fold	20	0.0	0.5247963500068851	0.11690506594279615	0.19627957871700177	0.8547838756677999	R2_scoring_tolerance_sensitivity	tier1_continuous	S2_early_warning_minus300_plus200ms	early_warning_hybrid	-0.3	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	13492	9590	10136	3356	0.09393856280855732	0.7512600059294396	0.1669957519164624	0.5305438292938869	149.99999999997726	-278.99999999998926	0.08859023587493144	0.13216048898989108	0.5	0.8705882352941177	train_subjects_only_per_LOSO_fold	20	0.0	0.05589489566152564	0.08517984205505427	0.00020833333333333335	0.6949975716367168	R2_scoring_tolerance_sensitivity	tier2_quantized	S2_early_warning_minus300_plus200ms	early_warning_hybrid	-0.3	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	24265	16816	17798	6467	0.16472063317921792	0.7334844426128169	0.2690254710657255	1.0223560619915275	149.99999999997726	-280.9999999999846	0.15510148107515084	0.23768709348797115	1.0	0.7686274509803922	train_subjects_only_per_LOSO_fold	20	0.0	0.1448742624881863	0.11325927689757183	0.0025988236903296403	0.7498785818358427	R2_scoring_tolerance_sensitivity	tier2_quantized	S2_early_warning_minus300_plus200ms	early_warning_hybrid	-0.3	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	39088	26099	27716	11372	0.2556519865214325	0.7090667212443716	0.3758076098310073	1.797778434663314	149.99999999997726	-289.75000000001216	0.23981271060261736	0.38288535381239713	2.0	0.7098039215686275	train_subjects_only_per_LOSO_fold	20	0.0	0.2513465406284762	0.1467743915911092	0.013814799617015457	0.7926177756192326	R2_scoring_tolerance_sensitivity	tier2_quantized	S2_early_warning_minus300_plus200ms	early_warning_hybrid	-0.3	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	84323	50954	54968	29355	0.4991184076483034	0.6518743403341911	0.5653597441073331	4.640677624827786	149.99999999997726	-298.7500000000054	0.45979938876263615	0.8259834652456705	5.0	0.6	train_subjects_only_per_LOSO_fold	20	0.0	0.5191627148742312	0.11553473762292826	0.18629462453836684	0.8596406022340942	R2_scoring_tolerance_sensitivity	tier2_quantized	S2_early_warning_minus300_plus200ms	early_warning_hybrid	-0.3	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	22165	16770	18813	3352	0.16427004153279523	0.8487705842544552	0.27526552356958595	0.5299114766963972	149.99999999997726	-279.25000000004906	0.14408157667894367	0.21711660528171772	0.5	1.783187965481155	train_subjects_only_per_LOSO_fold	20	0.0	0.14559207772689145	0.12237758211458867	0.0019149227191902613	0.8028169014084507	R2_scoring_tolerance_sensitivity	tier1_continuous	S2_early_warning_minus500_plus200ms	early_warning_hybrid	-0.5	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	36147	26827	30234	5913	0.26278308909960035	0.8364179599966802	0.3999204612969056	0.9347752272391994	149.99999999997726	-289.5000000000012	0.2301053992633806	0.35407687485306794	1.0	1.412253394881552	train_subjects_only_per_LOSO_fold	20	0.0	0.2748065640347019	0.1384641185507061	0.015592942141977841	0.8411850412821759	R2_scoring_tolerance_sensitivity	tier1_continuous	S2_early_warning_minus500_plus200ms	early_warning_hybrid	-0.5	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	56734	39637	45447	11287	0.3882630671577463	0.8010540416681355	0.5230223241036606	1.7843409419666572	149.99999999997726	-293.75000000000284	0.3325366350599483	0.5557362275683724	2.0	1.1282838586373554	train_subjects_only_per_LOSO_fold	20	0.0	0.410713652665345	0.14297752333161468	0.06811653672548215	0.8727537639630889	R2_scoring_tolerance_sensitivity	tier1_continuous	S2_early_warning_minus500_plus200ms	early_warning_hybrid	-0.5	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	112746	67727	82408	30338	0.6634178355928219	0.7309172830965178	0.6955337428567129	4.796078275660888	149.99999999997726	-305.50000000003183	0.5229018102029621	1.1044001253820233	5.0	0.662631826121644	train_subjects_only_per_LOSO_fold	20	0.0	0.6938740871940208	0.11308249090034417	0.3327862125564218	0.921321029626032	R2_scoring_tolerance_sensitivity	tier1_continuous	S2_early_warning_minus500_plus200ms	early_warning_hybrid	-0.5	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	22144	16746	18799	3345	0.1640349502390095	0.8489432803468208	0.2749444450882164	0.5288048596507902	149.99999999997726	-277.7500000000277	0.14375832614998824	0.2169109003996552	0.5	0.788235294117647	train_subjects_only_per_LOSO_fold	20	0.0	0.14324636864879775	0.12278979657712552	0.0019149227191902613	0.8062166100048568	R2_scoring_tolerance_sensitivity	tier2_quantized	S2_early_warning_minus500_plus200ms	early_warning_hybrid	-0.5	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	36909	27137	30649	6260	0.26581968497766634	0.8303936709203718	0.4027226685824695	0.9896318150714338	149.99999999997726	-289.75000000001216	0.23215265261343154	0.3615410234307656	1.0	0.7098039215686275	train_subjects_only_per_LOSO_fold	20	0.0	0.27578043140964575	0.13878524915560222	0.015592942141977841	0.8416707139388052	R2_scoring_tolerance_sensitivity	tier2_quantized	S2_early_warning_minus500_plus200ms	early_warning_hybrid	-0.5	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	57916	40278	46290	11626	0.39454196379594075	0.7992609986877547	0.5282982433746112	1.8379328246039122	149.99999999997726	-293.2499999999916	0.3369054149361335	0.5673144737873207	2.0	0.6509803921568628	train_subjects_only_per_LOSO_fold	20	0.0	0.41507488968968553	0.14125569559340206	0.07085214061003967	0.8800388538125303	R2_scoring_tolerance_sensitivity	tier2_quantized	S2_early_warning_minus500_plus200ms	early_warning_hybrid	-0.5	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	113675	68117	82948	30727	0.6672380691168404	0.7296943039366616	0.6970699910690775	4.857574565766765	149.99999999997726	-306.500000000014	0.5253017004936917	1.113500117545647	5.0	0.5568627450980392	train_subjects_only_per_LOSO_fold	20	0.0	0.6962194959871307	0.11349665627813021	0.35658596635207224	0.921321029626032	R2_scoring_tolerance_sensitivity	tier2_quantized	S2_early_warning_minus500_plus200ms	early_warning_hybrid	-0.5	onset	0.2	False	metric_induced	candidate-state sensitivity; committed alarm success remains separate	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	5167	1996	2040	3127	0.019551759266515163	0.3948132378556222	0.0372584240242242	0.49434164308759965	149.99999999999858	-258.0000000000098	0.0191501449729645	0.05061319645795784	0.5	3.1401060309193296	train_subjects_only_per_LOSO_fold	20	0.0	0.003725898276603039	0.01487889532964506	0.0	0.24575036425449248	R2_scoring_tolerance_sensitivity	tier1_continuous	S3_interval_overlap_extend0ms	interval_overlap	0.0	offset	0.0	True	metric_induced	interval-overlap sensitivity using frozen burst interval	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	10267	3774	3834	6433	0.036968105947809735	0.37342943410928214	0.06727612881043155	1.0169810649128648	149.99999999999858	-272.50000000001376	0.03642935506621738	0.10057009638743045	1.0	2.379307761759552	train_subjects_only_per_LOSO_fold	20	0.0	0.01515292701807084	0.039360549079820395	0.0	0.28703254006799417	R2_scoring_tolerance_sensitivity	tier1_continuous	S3_interval_overlap_extend0ms	interval_overlap	0.0	offset	0.0	True	metric_induced	interval-overlap sensitivity using frozen burst interval	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	19625	7014	7105	12520	0.06870543060888645	0.36203821656050955	0.11549324861374471	1.9792636301428677	149.99999999999858	-278.5000000000082	0.06788261108063631	0.1922361100227255	2.0	1.8900374830503917	train_subjects_only_per_LOSO_fold	20	0.0	0.05564964334596416	0.06416044997403328	0.0005471207769115032	0.31471588149587176	R2_scoring_tolerance_sensitivity	tier1_continuous	S3_interval_overlap_extend0ms	interval_overlap	0.0	offset	0.0	True	metric_induced	interval-overlap sensitivity using frozen burst interval	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	44560	14679	14810	29750	0.14378771256171147	0.3323608617594255	0.2007331771414507	4.703122443829897	149.99999999999324	-290.4999999999962	0.1426024606222083	0.4364861687955489	5.0	1.2523293366288044	train_subjects_only_per_LOSO_fold	20	0.0	0.15825448124301408	0.06801469395548944	0.00588154835179866	0.3569694026226323	R2_scoring_tolerance_sensitivity	tier1_continuous	S3_interval_overlap_extend0ms	interval_overlap	0.0	offset	0.0	True	metric_induced	interval-overlap sensitivity using frozen burst interval	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
11652	4253	1517	1560	2693	0.13019224167524887	0.36679990594874207	0.19217407047592544	2.708458027642129	149.99999999999858	-271.50000000000284	0.1266735324407827	0.365001716443529	0.5	1.0	train_subjects_only_per_LOSO_fold	3	17.0	0.10815939278937381	0.07596802816088491	0.10061372512553468	0.2525497814473045	R2_scoring_tolerance_sensitivity	tier2_quantized	S3_interval_overlap_extend0ms	interval_overlap	0.0	offset	0.0	True	metric_induced	interval-overlap sensitivity using frozen burst interval	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	10507	3860	3920	6587	0.03781051641720868	0.37308461025982675	0.06866239517279474	1.0413266399162195	149.99999999999858	-275.49999999999966	0.037271765535616334	0.10292100932528798	1.0	0.9137254901960784	train_subjects_only_per_LOSO_fold	20	0.0	0.01632630510862269	0.036613161822121064	0.0	0.2889752306945119	R2_scoring_tolerance_sensitivity	tier2_quantized	S3_interval_overlap_extend0ms	interval_overlap	0.0	offset	0.0	True	metric_induced	interval-overlap sensitivity using frozen burst interval	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	19896	7094	7186	12710	0.06948906825483896	0.36117812625653395	0.11655371845106884	2.00930037852363	149.99999999999858	-280.50000000001774	0.06866624872658883	0.19489068254838962	2.0	0.803921568627451	train_subjects_only_per_LOSO_fold	20	0.0	0.05790323424025473	0.06498229118539084	0.0005471207769115032	0.32005828071879555	R2_scoring_tolerance_sensitivity	tier2_quantized	S3_interval_overlap_extend0ms	interval_overlap	0.0	offset	0.0	True	metric_induced	interval-overlap sensitivity using frozen burst interval	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
102088	43880	14470	14600	29280	0.14174045921166054	0.33272561531449407	0.19879474650851564	4.6288210136248535	149.99999999999858	-289.49999999999676	0.14056500274273176	0.4298252488049526	5.0	0.6862745098039216	train_subjects_only_per_LOSO_fold	20	0.0	0.14917174737901778	0.08832971432279138	0.01176309670359732	0.3546015180265655	R2_scoring_tolerance_sensitivity	tier2_quantized	S3_interval_overlap_extend0ms	interval_overlap	0.0	offset	0.0	True	metric_induced	interval-overlap sensitivity using frozen burst interval	True	proxy	warning	scoring tolerance sensitivity; underlying causal scores unchanged	NA	NA	NA	NA	NA	NA	causal_feature_matrix.tsv;causal_minimum_sufficient_subset.tsv	fold-local minimum subset score,alternative event scoring windows	Phase 5_2C scoring tolerance sensitivity	b43c5edce66220e2	20260426	False	False	False	False	low	low	True	True
